Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5319,US-2018-162558,10/2/2018 12:00:00 AM,10/5/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,20.74,4,0.2,7.26
5320,US-2018-162558,10/2/2018 12:00:00 AM,10/5/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.89
5321,US-2018-162558,10/2/2018 12:00:00 AM,10/5/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.12,7,0.4,-1002.78
5322,US-2018-162558,10/2/2018 12:00:00 AM,10/5/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.24,4,0.7,-26.25
5323,US-2018-162558,10/2/2018 12:00:00 AM,10/5/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2,0.2,5.93
5476,CA-2018-169691,6/15/2018 12:00:00 AM,6/18/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0,22.2
5477,CA-2018-169691,6/15/2018 12:00:00 AM,6/18/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0,22.83
5478,CA-2018-169691,6/15/2018 12:00:00 AM,6/18/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0,8.79
6105,US-2018-132381,8/22/2018 12:00:00 AM,8/24/2018 12:00:00 AM,First Class,Dp-13240,Dean percer,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,314.53,2,0.4,-83.88
7920,CA-2018-139822,9/15/2018 12:00:00 AM,9/21/2018 12:00:00 AM,Standard Class,Dp-13240,Dean percer,Home Office,United States,Waterbury,Connecticut,6708,East,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,38.62,2,0,10.81
7921,CA-2018-139822,9/15/2018 12:00:00 AM,9/21/2018 12:00:00 AM,Standard Class,Dp-13240,Dean percer,Home Office,United States,Waterbury,Connecticut,6708,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,59.98,2,0,10.8
1595,CA-2016-118423,3/24/2016 12:00:00 AM,3/27/2016 12:00:00 AM,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,61604,Central,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.06,3,0.3,-35.91
3450,CA-2015-168592,9/8/2015 12:00:00 AM,9/14/2015 12:00:00 AM,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,0,24.36
3451,CA-2015-168592,9/8/2015 12:00:00 AM,9/14/2015 12:00:00 AM,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,0,4.19
3452,CA-2015-168592,9/8/2015 12:00:00 AM,9/14/2015 12:00:00 AM,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0,1.97
3791,CA-2015-107139,7/5/2015 12:00:00 AM,7/11/2015 12:00:00 AM,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,180.96,6,0.2,67.86
4937,CA-2018-150931,1/6/2018 12:00:00 AM,1/13/2018 12:00:00 AM,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,35401,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.52
6243,CA-2015-134621,12/21/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,2,0.7,-14.59
6683,CA-2018-154466,1/1/2018 12:00:00 AM,1/2/2018 12:00:00 AM,First Class,DP-13390,Dennis Pardue,Home Office,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.6,2,0,1.73
7817,CA-2017-138478,10/21/2017 12:00:00 AM,10/26/2017 12:00:00 AM,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,113.22,3,0,29.44
7818,CA-2017-138478,10/21/2017 12:00:00 AM,10/26/2017 12:00:00 AM,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,35.88,6,0,17.58
7819,CA-2017-138478,10/21/2017 12:00:00 AM,10/26/2017 12:00:00 AM,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.98,3,0.2,1644.29
8247,CA-2016-129217,5/10/2016 12:00:00 AM,5/10/2016 12:00:00 AM,Same Day,DP-13390,Dennis Pardue,Home Office,United States,Aurora,Illinois,60505,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,5,0.8,-191.62
8248,CA-2016-129217,5/10/2016 12:00:00 AM,5/10/2016 12:00:00 AM,Same Day,DP-13390,Dennis Pardue,Home Office,United States,Aurora,Illinois,60505,Central,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,36.78,2,0.2,3.68
8482,CA-2017-138583,5/24/2017 12:00:00 AM,5/28/2017 12:00:00 AM,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,16.66,3,0.2,3.33
255,US-2016-159982,11/28/2016 12:00:00 AM,12/4/2016 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.13,9,0.6,-8.49
256,US-2016-159982,11/28/2016 12:00:00 AM,12/4/2016 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.37,2,0.2,-19.56
257,US-2016-159982,11/28/2016 12:00:00 AM,12/4/2016 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.04
258,US-2016-159982,11/28/2016 12:00:00 AM,12/4/2016 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.9,6,0.2,56.69
2154,CA-2017-117282,7/14/2017 12:00:00 AM,7/18/2017 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,5.13
2570,CA-2018-134404,12/27/2018 12:00:00 AM,12/27/2018 12:00:00 AM,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,164.39,2,0.4,-35.62
2571,CA-2018-134404,12/27/2018 12:00:00 AM,12/27/2018 12:00:00 AM,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,13.25,4,0.2,3.64
3030,US-2017-164189,3/24/2017 12:00:00 AM,3/28/2017 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,97030,West,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,403.17,4,0.2,25.2
3748,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
3749,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,4,0,96.58
3750,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.98,2,0.2,329.99
3751,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0,8.24
3752,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.03
3753,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0,56.98
3754,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.57,2,0.2,294.55
3755,CA-2018-161956,8/27/2018 12:00:00 AM,8/29/2018 12:00:00 AM,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.74
5447,US-2017-127425,8/26/2017 12:00:00 AM,8/31/2017 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,0,8.25
5448,US-2017-127425,8/26/2017 12:00:00 AM,8/31/2017 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,0,87.48
5628,CA-2018-148810,6/26/2018 12:00:00 AM,7/1/2018 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10004689,Office Supplies,Labels,Avery 512,13.87,6,0.2,4.68
5629,CA-2018-148810,6/26/2018 12:00:00 AM,7/1/2018 12:00:00 AM,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,273.55,3,0.2,-13.68
5726,CA-2016-103933,9/25/2016 12:00:00 AM,9/27/2016 12:00:00 AM,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0,395.96
5733,CA-2018-143574,6/29/2018 12:00:00 AM,7/2/2018 12:00:00 AM,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0,185.26
5734,CA-2018-143574,6/29/2018 12:00:00 AM,7/2/2018 12:00:00 AM,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3,0,7.98
5735,CA-2018-143574,6/29/2018 12:00:00 AM,7/2/2018 12:00:00 AM,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0,8.55
2816,CA-2016-104626,9/1/2016 12:00:00 AM,9/8/2016 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5,0,51.57
2817,CA-2016-104626,9/1/2016 12:00:00 AM,9/8/2016 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1,0,15.19
2818,CA-2016-104626,9/1/2016 12:00:00 AM,9/8/2016 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0,27.36
2819,CA-2016-104626,9/1/2016 12:00:00 AM,9/8/2016 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,6,0,315.74
3191,US-2016-163783,12/27/2016 12:00:00 AM,1/1/2017 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.67,3,0.2,-3.17
6415,CA-2018-142671,11/10/2018 12:00:00 AM,11/14/2018 12:00:00 AM,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,0.7,-7.68
6693,CA-2018-160899,8/11/2018 12:00:00 AM,8/13/2018 12:00:00 AM,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,477.51,11,0,219.65
7002,CA-2016-104871,3/30/2016 12:00:00 AM,4/3/2016 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.74,4,0.3,-110.02
7666,US-2017-140158,10/4/2017 12:00:00 AM,10/8/2017 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,1,0,13.98
7667,US-2017-140158,10/4/2017 12:00:00 AM,10/8/2017 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,9,0,2591.96
7668,US-2017-140158,10/4/2017 12:00:00 AM,10/8/2017 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,119.1,3,0,34.54
7879,CA-2017-160241,11/29/2017 12:00:00 AM,12/4/2017 12:00:00 AM,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",242.18,4,0.6,-302.72
8464,CA-2015-100881,3/28/2015 12:00:00 AM,4/1/2015 12:00:00 AM,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.38,3,0.2,22.68
733,CA-2018-131954,1/21/2018 12:00:00 AM,1/25/2018 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.72
734,CA-2018-131954,1/21/2018 12:00:00 AM,1/25/2018 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0,86.39
735,CA-2018-131954,1/21/2018 12:00:00 AM,1/25/2018 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.7,6,0.2,33.65
736,CA-2018-131954,1/21/2018 12:00:00 AM,1/25/2018 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.94,4,0.2,9.43
737,CA-2018-131954,1/21/2018 12:00:00 AM,1/25/2018 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0,18.7
738,CA-2018-131954,1/21/2018 12:00:00 AM,1/25/2018 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.55
4460,US-2018-125717,9/28/2018 12:00:00 AM,10/1/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.78,1,0.2,3.28
4461,US-2018-125717,9/28/2018 12:00:00 AM,10/1/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.18,2,0.2,-29.44
4462,US-2018-125717,9/28/2018 12:00:00 AM,10/1/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38,2,0.2,1.36
4463,US-2018-125717,9/28/2018 12:00:00 AM,10/1/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.78,4,0.7,-58.86
4464,US-2018-125717,9/28/2018 12:00:00 AM,10/1/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,14.35,3,0.2,5.2
4465,US-2018-125717,9/28/2018 12:00:00 AM,10/1/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.79,2,0.2,26.22
6366,CA-2018-144848,4/4/2018 12:00:00 AM,4/5/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,0,11.13
6367,CA-2018-144848,4/4/2018 12:00:00 AM,4/5/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0,7.21
6368,CA-2018-144848,4/4/2018 12:00:00 AM,4/5/2018 12:00:00 AM,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,0,33.33
9243,CA-2015-113271,7/9/2015 12:00:00 AM,7/14/2015 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,14.3,6,0.2,4.65
9244,CA-2015-113271,7/9/2015 12:00:00 AM,7/14/2015 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.83,1,0.15,7.05
9245,CA-2015-113271,7/9/2015 12:00:00 AM,7/14/2015 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0,2.22
9246,CA-2015-113271,7/9/2015 12:00:00 AM,7/14/2015 12:00:00 AM,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,32.4,5,0,15.55
226,CA-2016-163055,8/9/2016 12:00:00 AM,8/16/2016 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0,0.97
227,CA-2016-163055,8/9/2016 12:00:00 AM,8/16/2016 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0,136.94
228,CA-2016-163055,8/9/2016 12:00:00 AM,8/16/2016 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0,0.22
469,CA-2018-154907,3/31/2018 12:00:00 AM,4/4/2018 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.33,2,0.32,-36.24
3897,CA-2018-134285,12/7/2018 12:00:00 AM,12/12/2018 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,3.55,3,0.2,1.24
3898,CA-2018-134285,12/7/2018 12:00:00 AM,12/12/2018 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,15.55,3,0.2,5.44
4617,CA-2016-159863,9/4/2016 12:00:00 AM,9/7/2016 12:00:00 AM,Second Class,DS-13180,David Smith,Corporate,United States,Houston,Texas,77095,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.38,3,0.2,6.72
4634,CA-2016-130456,8/21/2016 12:00:00 AM,8/26/2016 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.4,6,0.15,34.49
4635,CA-2016-130456,8/21/2016 12:00:00 AM,8/26/2016 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.24
7364,CA-2017-127243,11/28/2017 12:00:00 AM,12/4/2017 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.18,3,0.4,-73.71
7365,CA-2017-127243,11/28/2017 12:00:00 AM,12/4/2017 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.67,8,0.2,2.69
7366,CA-2017-127243,11/28/2017 12:00:00 AM,12/4/2017 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.89,2,0.7,-5.05
7367,CA-2017-127243,11/28/2017 12:00:00 AM,12/4/2017 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.54,2,0.2,-7.73
7368,CA-2017-127243,11/28/2017 12:00:00 AM,12/4/2017 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.8,7,0.3,-24.84
7941,CA-2017-146325,12/14/2017 12:00:00 AM,12/17/2017 12:00:00 AM,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,2,0.2,-9.16
7942,CA-2017-146325,12/14/2017 12:00:00 AM,12/17/2017 12:00:00 AM,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.8,10,0,35.05
8545,CA-2017-119074,3/27/2017 12:00:00 AM,3/31/2017 12:00:00 AM,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,0,8.7
